ObjectID,Election,County,HASNO,Site Name,Site Address,Zip,New,ED,Latitude,Longitude,x,y
137,General Election 2024 - 11/05/2024,Bronx,X0026,PS 63 Author's Academy,1260 Franklin Avenue,10456,,"016/79, 034/79",40.83107127,-73.90227234,592556.7171,4520584.4005
138,General Election 2024 - 11/05/2024,Bronx,X0035,PS 64 Pura Belpre,1425 Walton Avenue,10452,,"016/77, 030/77, 031/77, 032/77, 054/77, 055/77, 060/77 (Combined into 054/77), 001/84",40.84029309,-73.91561017,591419.4254,4521594.104
139,General Election 2024 - 11/05/2024,Bronx,X0224,PS 65 Mother Hale Academy,677 East 141 Street,10454,,"031/84, 034/84, 035/84, 036/84",40.80760453,-73.91285393,591696.8108,4517968.2586
140,General Election 2024 - 11/05/2024,Bronx,X0005,PS 66 School of Higher Expectations,1001 Jennings Street,10460,,"026/79, 028/79, 028/85, 029/85",40.83121598,-73.88672493,593867.4421,4520617.0046
141,General Election 2024 - 11/05/2024,Bronx,X0076,PS 67 Mohegan School,2024 Mohegan Avenue,10460,,"005/79, 006/79, 001/87, 003/87, 004/87, 005/87, 057/87",40.84400145,-73.88453552,594033.9783,4522038.6607
142,General Election 2024 - 11/05/2024,Bronx,X0152,PS 68 Bronx,4011 Monticello Avenue,10466,,"047/83, 048/83, 053/83",40.89146072,-73.83856733,597839.298,4527357.4907
143,General Election 2024 - 11/05/2024,Bronx,X0167,PS 69 Journey Prep School,560 Thieriot Avenue,10473,,"009/85, 010/85",40.81683511,-73.86076705,596076.9154,4519048.7272
144,General Election 2024 - 11/05/2024,Bronx,X0052,PS 70 Max Schoenfeld,1691 Weeks Avenue,10457,,"041/86, 042/86, 043/86, 044/86, 046/86",40.84439474,-73.9077694,592074.7754,4522057.6377
145,General Election 2024 - 11/05/2024,Bronx,00030,PS 71 Rose E. Scala School,3040 Roberts Avenue,10461,,"030/82, 031/82, 032/82, 044/82",40.84567206,-73.82974299,598650.6182,4522284.3801
146,General Election 2024 - 11/05/2024,Bronx,X0225,PS 72 Dr. William Dorney,2951 Dewey Avenue,10465,,"007/82, 018/82",40.82289583,-73.81800152,599674.5348,4519769.2863
147,General Election 2024 - 11/05/2024,Bronx,X0008,PS 73 Bronx,1020 Anderson Avenue,10452,,"003/77, 006/84, 009/84",40.8327026,-73.92660484,590502.828,4520740.0738
148,General Election 2024 - 11/05/2024,Bronx,X0215,PS 75,984 Faile Street,10459,,"041/85, 042/85",40.82230873,-73.88923117,593668.6548,4519625.5361
149,General Election 2024 - 11/05/2024,Bronx,X0207,PS 76 The Bennington School,900 Adee Avenue,10469,,"031/80, 032/80, 033/80, 034/80, 011/83, 012/83",40.86865252,-73.8611707,595968.0912,4524800.5188
150,General Election 2024 - 11/05/2024,Bronx,X0034,PS 78 Anne Hutchinson,1400 Needham Avenue,10469,,"007/83, 021/83, 022/83, 023/83, 024/83, 066/83",40.87865171,-73.8507098,596835.0655,4525922.0505
151,General Election 2024 - 11/05/2024,Bronx,X0023,PS 79 Campus,125 East 181 Street,10453,,"012/86, 013/86, 014/86, 017/86, 019/86, 034/86, 045/86, 055/86 (Combined into 045/86)",40.85502415,-73.90336037,592431.6889,4523242.2475
152,General Election 2024 - 11/05/2024,Bronx,X0118,PS 8 Isaac Varian,3010 Briggs Avenue,10458,,"028/78, 029/78, 030/78, 031/78, 050/78",40.87240228,-73.88365053,594068.3934,4525192.3824
153,General Election 2024 - 11/05/2024,Bronx,X0166,PS 81 Robert J. Christen,5550 Riverdale Avenue,10471,,"036/81, 037/81, 038/81, 039/81, 040/81",40.9035627,-73.90495198,592230.1286,4528628.8386
154,General Election 2024 - 11/05/2024,Bronx,10601,PS 83 Annex,1840 Bogart Avenue,10462,,"010/80, 019/80",40.84862566,-73.85867516,596207.3666,4522580.0755
155,General Election 2024 - 11/05/2024,Bronx,X0092,PS 85 Great Expectations,2400 Marion Avenue,10458,,"017/78, 030/86, 031/86, 032/86, 033/86",40.85874968,-73.8950157,593129.824,4523664.6581
156,General Election 2024 - 11/05/2024,Bronx,X0111,PS 86 Kingsbridge Heights,2756 Reservoir Avenue,10468,,"036/78, 037/78, 041/78, 042/78, 043/78, 044/78, 045/78, 046/78, 052/78 (Combined into 046/78), 023/86",40.87002358,-73.89820728,592845.0805,4524912.783
157,General Election 2024 - 11/05/2024,Bronx,X0072,PS 87,1935 Bussing Avenue,10466,,"004/83, 041/83, 043/83, 044/83, 063/83, 064/83, 065/83",40.89536297,-73.84582466,597222.2141,4527782.5933
158,General Election 2024 - 11/05/2024,Bronx,X0214,PS 89 Bronx,980 Mace Avenue,10469,,"030/80, 043/80, 044/80, 047/80",40.86284822,-73.85923844,596139.3185,4524158.3029
159,General Election 2024 - 11/05/2024,Bronx,X0013,PS 90 The Family School,1116 Sheridan Avenue,10456,,"040/77, 049/77, 051/77, 052/77, 053/77, 056/77",40.83205078,-73.91772898,591252.0992,4520676.9227
160,General Election 2024 - 11/05/2024,Bronx,X0039,PS 93 Albert G. Oliver,1535 Story Avenue,10473,,"018/85, 051/85, 052/85, 053/85",40.82197039,-73.87700982,594699.7553,4519601.1121
161,General Election 2024 - 11/05/2024,Bronx,X0138,PS 94 Kings College School,3530 Kings College Place,10467,,"048/81, 049/81",40.8804551,-73.87553385,594740.8694,4526095.0808
162,General Election 2024 - 11/05/2024,Bronx,X0148,PS 95,3961 Hillman Avenue,10463,,"013/81, 046/81, 053/81, 054/81, 055/81, 056/81, 061/81 (Combined into 013/81), 063/81",40.88294609,-73.89144057,593397.1364,4526354.5102
163,General Election 2024 - 11/05/2024,Bronx,X0177,PS 96 Richard Rodgers,2385 Olinville Avenue,10467,,"025/78, 049/78, 055/78 (Combined into 025/78), 048/80, 049/80, 050/80, 051/80",40.86085845,-73.86867589,595346.8023,4523927.0995
164,General Election 2024 - 11/05/2024,Bronx,11746,PS/IS 218 Rafael Hernandez,1220 Gerard Avenue,10452,,"005/84, 007/84, 008/84",40.83581827,-73.91991516,591062.6109,4521092.8733
165,General Election 2024 - 11/05/2024,Bronx,11180,PS/MS 194,2365 Waterbury Avenue,10462,,"029/87, 034/87",40.83497952,-73.84651962,597251.9792,4521078.6443
166,General Election 2024 - 11/05/2024,Bronx,X0055,PS/MS 4 Crotona Park West,1701 Fulton Avenue,10457,,"007/79, 008/79",40.84112312,-73.89820119,592885.9556,4521704.5582
167,General Election 2024 - 11/05/2024,Bronx,11373,PS/MS 498 The Van Nest Academy,1640 Bronxdale Avenue,10462,,"038/82, 039/82, 043/82",40.8450915,-73.85825484,596247.9126,4522188.2119
168,General Election 2024 - 11/05/2024,Bronx,X0237,RIVERDALE - YM-YWHA,5625 Arlington Avenue,10471,,"033/81, 034/81, 035/81",40.905182,-73.90798302,591972.5922,4528805.4068
169,General Election 2024 - 11/05/2024,Bronx,X0165,Riverpoint Towers Community Room,555 Kappock Street,10463,,"015/81, 016/81",40.87821391,-73.91707037,591244.2642,4525802.1583
170,General Election 2024 - 11/05/2024,Bronx,11751,Saint Luke's Housing,3911 Barnes Avenue.,10466,,028/83,40.88532627,-73.85864639,596156.6825,4526654.2466
171,General Election 2024 - 11/05/2024,Bronx,X0160,Samuel Gompers HS,455 Southern Boulevard,10455,,029/84,40.81054126,-73.90724138,592166.1535,4518300.1471
172,General Election 2024 - 11/05/2024,Bronx,X0134,"Scott Towers Housing,CO,INC",3400 Paul Avenue,10468,,025/80,40.87764136,-73.88908604,593602.9847,4525768.1463
173,General Election 2024 - 11/05/2024,Bronx,X0041,Sedgwick Community Center,1553 University Avenue,10453,,"013/77, 014/77, 027/77",40.84643266,-73.92195815,590875.8626,4522269.048
174,General Election 2024 - 11/05/2024,Bronx,11114,Shakespeare Senior HDFC,1454 Shakespeare Avenue,10452,,"011/77, 012/77, 057/77 (Combined into 012/77), 059/77 (Combined into 012/77), 063/77",40.84336371,-73.92007478,591038.8278,4521930.3215
175,General Election 2024 - 11/05/2024,Bronx,12016,Shorehaven Community Center,15 White Plains Road,10473,,001/85,40.80574457,-73.85469957,596604.7112,4517824.2454
176,General Election 2024 - 11/05/2024,Bronx,11854,St Frances of Rome Parish Center,4330 Byron Avenue,10466,,052/81,40.89574063,-73.85390835,596540.7201,4527815.5674
177,General Election 2024 - 11/05/2024,Bronx,10949,St. Frances de Chantal Church,190 Hollywood Avenue,10465,,"001/82, 003/82, 004/82",40.81584315,-73.81363834,600053.0754,4518991.3441
178,General Election 2024 - 11/05/2024,Bronx,10817,St. Mary's Park Community Center,595 Trinity Avenue,10455,,"019/84, 061/84",40.81512673,-73.90972855,591950.0442,4518806.5629
179,General Election 2024 - 11/05/2024,Bronx,11991,St. Peter The Apostle Church,3245 Kingsbridge Avenue,10463,,"011/81, 012/81, 017/81",40.88215944,-73.90461041,592288.6387,4526253.215
180,General Election 2024 - 11/05/2024,Bronx,11614,Stevenson High School,1980 Lafayette Avenue,10473,,"054/87, 055/87",40.82215279,-73.85587419,596481.855,4519644.4141
181,General Election 2024 - 11/05/2024,Bronx,X0197,Tilden Towers II,801 Tilden Street,10467,,"016/83, 017/83",40.87709824,-73.86123477,595950.4962,4525738.0102
182,General Election 2024 - 11/05/2024,Bronx,X0149,Tracey Towers Community Room,40 West Mosholu Parkway S.,10468,,054/80,40.87944537,-73.88606934,593854.6211,4525971.6406
183,General Election 2024 - 11/05/2024,Bronx,11858,Tremont United Methodist Church,1951 Washington Avenue,10457,,"038/86, 040/86, 048/86",40.84812908,-73.89771124,592917.4747,4522482.8054
184,General Election 2024 - 11/05/2024,Bronx,11758,Truman High School,750 Baychester Avenue,10475,,056/82,40.87411423,-73.83311881,598323.9638,4525437.9528
185,General Election 2024 - 11/05/2024,Bronx,11855,Villa Maria Academy,3335 Country Club Road,10465,,"019/82, 020/82, 021/82, 022/82, 023/82",40.84145628,-73.81757412,599682.7718,4521830.1624
186,General Election 2024 - 11/05/2024,Bronx,X0019,Walker Memorial Church Hall,120 East 169 Street,10452,,"002/84, 003/84, 004/84, 058/84, 062/84",40.8367068,-73.91707474,591300.8742,4521194.4644
187,General Election 2024 - 11/05/2024,Bronx,X0091,William H. Taft High School,240 East 172 Street,10457,,"033/77, 034/77, 035/77, 036/77, 037/77, 039/77",40.84001732,-73.91117099,591794.057,4521568.133
188,General Election 2024 - 11/05/2024,Brooklyn,B0074,Achievement First East New York Middle School,158 Richmond Street,11208,,024/54,40.68342803,-73.87700888,594896.6336,4504221.816
189,General Election 2024 - 11/05/2024,Brooklyn,10216,Agudath Sr Ctr,817 Avenue H,11230,,"069/44, 017/48, 019/48, 020/48, 054/48 (Combined into 020/48)",40.6294395,-73.96816229,587264.0482,4498134.3509
190,General Election 2024 - 11/05/2024,Brooklyn,B0324,Apt. House,7502 Ridge Boulevard,11209,,082/64,40.63190215,-74.03072905,581969.5923,4498347.5402
191,General Election 2024 - 11/05/2024,Brooklyn,11404,Arlington Public Library,203 Arlington Avenue,11207,,034/54,40.68063084,-73.8872311,594036.7353,4503900.3215
192,General Election 2024 - 11/05/2024,Brooklyn,11591,Atlantic Terminal Community Center,501 Carlton Avenue,11238,,"001/44, 026/57, 028/57, 067/57",40.6828032,-73.97062968,586986.0288,4504055.5758
193,General Election 2024 - 11/05/2024,Brooklyn,11235,Baptist Church Of Redeemer,782 Ocean Avenue,11226,,"019/42, 020/42, 021/42",40.64340777,-73.95993931,587941.1562,4499693.0912
194,General Election 2024 - 11/05/2024,Brooklyn,B0060,Bay Academy-IS 98,1401 Emmons Avenue,11235,,"046/45, 048/45",40.58336339,-73.95382789,588537.1401,4493034.0002
195,General Election 2024 - 11/05/2024,Brooklyn,B0149,Bay Ridge Air Rights,260 65th Street,11220,,003/51,40.63954208,-74.02422154,582510.5221,4499201.6935
196,General Election 2024 - 11/05/2024,Brooklyn,B0207,Bay Ridge Towers,350 65th Street,11220,,004/51,40.63818913,-74.02205744,582695.1883,4499053.5413
197,General Election 2024 - 11/05/2024,Brooklyn,11886,Bed Stuy YMCA,1121 Bedford Avenue,11216,,035/57,40.68522477,-73.95391856,588395.0109,4504341.0592
198,General Election 2024 - 11/05/2024,Brooklyn,B0258,Bedford Village School (PS 3),50 Jefferson Avenue,11216,,"036/57, 037/57, 039/57, 051/57",40.68254888,-73.95533095,588279.1917,4504042.5987
199,General Election 2024 - 11/05/2024,Brooklyn,11564,Belmont Gardens II,628 Eldert Lane,11208,,"047/60, 062/60",40.6748264,-73.86428666,595984.0643,4503280.7936
200,General Election 2024 - 11/05/2024,Brooklyn,11447,Betsy Head Pool,694 Thomas S Boyland St,11212,,"043/55, 044/55, 047/55",40.66301862,-73.91214199,591955.7472,4501918.8996
201,General Election 2024 - 11/05/2024,Brooklyn,10057,"Bhavaanee Maa Mandir,Inc.",239 Mckinley Avenue,11208,,"001/54, 002/54, 003/54, 007/54",40.68055306,-73.86734871,595717.0799,4503913.1515
202,General Election 2024 - 11/05/2024,Brooklyn,11452,Bishop Ford,500 19th Street,11215,,"035/44, 036/44, 037/44, 038/44, 040/44",40.65637574,-73.98252295,586014.9363,4501110.2703
203,General Election 2024 - 11/05/2024,Brooklyn,10123,Boro Park YM-YWHA,4912 14 Avenue,11219,,"007/48, 047/48, 048/48, 051/48",40.63346436,-73.99041505,585376.9414,4498559.2965
204,General Election 2024 - 11/05/2024,Brooklyn,10051,Borough Park  Public Library,1265 43rd Street,11219,,008/48,40.6388137,-73.98912021,585479.6195,4499154.3584
205,General Election 2024 - 11/05/2024,Brooklyn,11477,Boys and Girls High School,1700 Fulton Street,11213,,"055/56, 057/56, 066/56",40.67910968,-73.93139165,590306.8467,4503685.1492
206,General Election 2024 - 11/05/2024,Brooklyn,B0315,Breukelen Community Center,715 East 105th Street,11236,,"055/58, 012/60, 013/60",40.64894293,-73.89550865,593381.4024,4500373.9432
207,General Election 2024 - 11/05/2024,Brooklyn,11188,Brooklyn Borough Hall,209 Joralemon Street,11201,,"023/52, 024/52, 026/52, 102/52",40.69263368,-73.99053758,585291.1672,4505127.3044
208,General Election 2024 - 11/05/2024,Brooklyn,11621,Brooklyn College Roosevelt Hall,2900 Bedford Avenue,11210,,"004/41, 012/41, 013/41, 049/42, 051/42, 052/42, 053/42",40.63163715,-73.95286839,588554.5941,4498393.5833
209,General Election 2024 - 11/05/2024,Brooklyn,12063,Brooklyn Heights Public Library,286 Cadman Plaza West,11201,,"017/52, 020/52, 021/52, 022/52",40.69556151,-73.99119671,585231.7441,4505451.6718
210,General Election 2024 - 11/05/2024,Brooklyn,10557,Brooklyn Museum,200 Eastern Parkway,11238,,"014/44, 015/44, 016/44, 085/44, 057/57, 059/57",40.67134146,-73.96368127,587588.2087,4502790.1539
211,General Election 2024 - 11/05/2024,Brooklyn,11432,Brooklyn Prospect Charter School,3002 Ft Hamilton Parkway,11218,,"041/44, 045/44, 046/44, 078/44",40.64815474,-73.97858278,586358.6338,4500201.556
212,General Election 2024 - 11/05/2024,Brooklyn,B0226,Bushwick Campus,400 Irving Avenue,11237,,"009/53, 051/54, 052/54, 053/54",40.69708993,-73.91138189,591973.1522,4505701.8262
213,General Election 2024 - 11/05/2024,Brooklyn,11892,Bushwick Inlet Park,86 Kent Avenue,11249,,"009/50, 027/50, 029/50",40.7216356,-73.96047758,587792.93,4508376.3222
214,General Election 2024 - 11/05/2024,Brooklyn,11413,Bushwick Public Library,340 Bushwick Avenue,11206,,"032/53, 042/53",40.70457285,-73.93954584,589583.6207,4506503.3784
215,General Election 2024 - 11/05/2024,Brooklyn,11809,Bushwick United Methodist Church,1139 Bushwick Avenue,11221,,"054/54, 060/54",40.68962445,-73.91796565,591427.1114,4504866.238
216,General Election 2024 - 11/05/2024,Brooklyn,B0257,Bushwick/Hylan Ctr,50 Humboldt Street,11206,,"034/53, 035/53",40.70345454,-73.94054675,589500.5625,4506378.2182
217,General Election 2024 - 11/05/2024,Brooklyn,B0011,Cadman Towers,101 Clark Street,11201,,"014/52, 015/52",40.69742565,-73.99212733,585150.743,4505657.7012
218,General Election 2024 - 11/05/2024,Brooklyn,B0261,Brightwater's Comm Room,501A Surf Avenue,11224,,056/46,40.57486767,-73.97355665,586878.4656,4492071.2918
219,General Election 2024 - 11/05/2024,Brooklyn,11625,Cadman Towers 2,10 Clinton Street,11201,,018/52,40.69616799,-73.99163707,585193.7651,4505518.5679
220,General Election 2024 - 11/05/2024,Brooklyn,B0079,Canarsie HS,1600 Rockaway Parkway,11236,,"060/58, 062/58, 063/58, 010/59, 011/59",40.64110191,-73.89814666,593169.267,4499500.7469
221,General Election 2024 - 11/05/2024,Brooklyn,B0107,Brooklyn Tech HS,2 South Elliott Place,11217,,"017/57, 018/57, 019/57, 069/57, 080/57, 081/57, 082/57",40.6896488,-73.97615755,586510.0401,4504810.0219
222,General Election 2024 - 11/05/2024,Brooklyn,11735,Carey Gardens Community Ctr.,2315 Surf Avenue,11224,,"049/46, 050/46, 051/46, 052/46",40.5739914,-73.9904896,585446.3475,4491957.4576
223,General Election 2024 - 11/05/2024,Brooklyn,11442,Carmine Carro Community Center,3000 Fillmore Avenue,11234,,"037/41, 052/59",40.60796793,-73.93736394,589897.5371,4495781.9014
224,General Election 2024 - 11/05/2024,Brooklyn,11630,Central Brooklyn Public Library,10 Grand Army Plaza,11238,,"013/44, 086/44, 077/52, 078/52",40.67245187,-73.96828726,587197.4641,4502908.837
225,General Election 2024 - 11/05/2024,Brooklyn,10187,Chavis Apartments,230 Kingston Avenue,11213,,014/43,40.67182194,-73.94233861,589391.4504,4502864.975
226,General Election 2024 - 11/05/2024,Brooklyn,11449,Christ Church Bay Ridge,7301 Ridge Boulevard,11209,,"001/46, 080/64, 081/64, 083/64",40.63306621,-74.02974796,582051.1374,4498477.6704
227,General Election 2024 - 11/05/2024,Brooklyn,10247,Citizens For A Better Neighborhood,143 Himrod Street,11221,,"008/53, 017/53",40.69735886,-73.92271893,591014.9468,4505719.8732
228,General Election 2024 - 11/05/2024,Brooklyn,10551,Clara Barton Voc HS,901 Classon Avenue,11225,,"060/57, 061/57, 062/57",40.66936037,-73.96187433,587743.5289,4502572.0435
229,General Election 2024 - 11/05/2024,Brooklyn,11501,Community Board 12,5910 13th Avenue,11219,,"045/48, 046/48",40.62914613,-73.99843908,584703.8243,4498072.1948
230,General Election 2024 - 11/05/2024,Brooklyn,B0184,Coney Island Houses,3030 Surf Avenue,11224,,046/46,40.57216024,-73.99689446,584906.5377,4491747.9973
231,General Election 2024 - 11/05/2024,Brooklyn,11797,Coney Island Prep H.S.,294 Avenue T,11223,,"015/45, 018/45",40.59898901,-73.9743627,586779.0535,4494748.0688
232,General Election 2024 - 11/05/2024,Brooklyn,11801,Congregation Beit Hillel of Flatlands,2164 Ralph Avenue,11234,,"028/59, 032/59, 037/59, 041/59, 043/59",40.62442538,-73.91798807,591514.2766,4497628.7331
233,General Election 2024 - 11/05/2024,Brooklyn,B0158,Contello Towers#2,2740 Cropsey Avenue,11214,,035/46,40.58736095,-73.98954709,585509.0966,4493442.4469
234,General Election 2024 - 11/05/2024,Brooklyn,B0326,Cooper Ctr,76 Kingsland Avenue,11211,,062/53,40.71838489,-73.94020093,589509.7796,4508035.9407
235,General Election 2024 - 11/05/2024,Brooklyn,10785,Cornerstone Sr Hsng,550 Greene Avenue,11216,,"021/56, 026/56",40.68852227,-73.94848803,588849.5246,4504712.5797
236,General Election 2024 - 11/05/2024,Brooklyn,11249,Cortelyou  Public Library,1305 Cortelyou Road,11226,,062/44,40.64070317,-73.96589548,587441.0605,4499386.9278
237,General Election 2024 - 11/05/2024,Brooklyn,B0037,Crown Gardens Community Center,1185 Carroll Street,11225,,"018/43, 019/43",40.66731867,-73.94973625,588772.1774,4502357.5882
238,General Election 2024 - 11/05/2024,Brooklyn,11187,Crown Heights Apts,1055 St Johns Place,11213,,"011/43, 012/43, 013/43",40.67141024,-73.94298276,589337.5563,4502818.6189
239,General Election 2024 - 11/05/2024,Brooklyn,10045,Crown Heights Public Library,560 New York Avenue,11225,,035/43,40.66121255,-73.94793848,588932.2457,4501681.5902
240,General Election 2024 - 11/05/2024,Brooklyn,B0254,Cypress Hills Comm Ctr,475 Fountain Avenue,11208,,"041/60, 049/60, 064/60",40.66854443,-73.87248911,595299.7712,4502574.5295
241,General Election 2024 - 11/05/2024,Brooklyn,10112,Dance Atlantic Inc,2796 Fulton Street,11207,,"018/54, 035/54, 036/54",40.67794217,-73.89129164,593697.3498,4503597.5241
